text_id,token,lexicon_value,neg_score,neu_score,pos_score,token_compound
12,sering,0.0,0.0,1.0,0.0,0.0
12,tampil,0.0,0.0,1.0,0.0,0.0
12,saja,0.0,0.0,1.0,0.0,0.0
12,beberapa,0.0,0.0,1.0,0.0,0.0
12,postingan,0.0,0.0,1.0,0.0,0.0
12,di,0.0,0.0,1.0,0.0,0.0
12,instagram,0.0,0.0,1.0,0.0,0.0
12,untuk,0.0,0.0,1.0,0.0,0.0
12,arah,0.0,0.0,1.0,0.0,0.0
12,buka,0.0,0.0,1.0,0.0,0.0
12,aplikasi,0.0,0.0,1.0,0.0,0.0
12,anda,0.0,0.0,1.0,0.0,0.0
12,ini,0.0,0.0,1.0,0.0,0.0
12,tapi,0.0,0.0,1.0,0.0,0.0
12,ketika,0.0,0.0,1.0,0.0,0.0
12,klik,1.0,0.0,0.0,1.0,0.25
12,postingan,0.0,0.0,1.0,0.0,0.0
12,sebut,0.0,0.0,1.0,0.0,0.0
12,malah,0.0,0.0,1.0,0.0,0.0
12,tidak,0.0,0.0,1.0,0.0,0.0
12,tampil,0.0,0.0,1.0,0.0,0.0
12,atau,0.0,0.0,1.0,0.0,0.0
12,postingan,0.0,0.0,1.0,0.0,0.0
12,yang,0.0,0.0,1.0,0.0,0.0
12,lain,0.0,0.0,1.0,0.0,0.0
12,tidak,0.0,0.0,1.0,0.0,0.0
12,sesuai,3.0,0.0,0.0,1.0,0.6124
12,postingan,0.0,0.0,1.0,0.0,0.0
12,untuk,0.0,0.0,1.0,0.0,0.0
12,lihat,0.0,0.0,1.0,0.0,0.0
12,penuh,3.0,0.0,0.0,1.0,0.6124
13,aplikasi,0.0,0.0,1.0,0.0,0.0
13,ini,0.0,0.0,1.0,0.0,0.0
13,jelek,-4.0,1.0,0.0,0.0,-0.7184
13,sekali,0.0,0.0,1.0,0.0,0.0
13,dari,0.0,0.0,1.0,0.0,0.0
13,nama,0.0,0.0,1.0,0.0,0.0
13,saja,0.0,0.0,1.0,0.0,0.0
13,tidak,0.0,0.0,1.0,0.0,0.0
13,tarik,0.0,0.0,1.0,0.0,0.0
13,saya,0.0,0.0,1.0,0.0,0.0
13,benar,4.0,0.0,0.0,1.0,0.7184
13,malas,-4.0,1.0,0.0,0.0,-0.7184
13,kalau,0.0,0.0,1.0,0.0,0.0
13,aplikasi,0.0,0.0,1.0,0.0,0.0
